Description,Real GDP of England at market prices,Real GDP of England at factor cost ,"Real UK GDP at market prices, geographically-consistent estimate based on post-1922 borders","Real UK GDP at factor cost, geographically-consistent estimate based on post-1922 borders","Index of real UK GDP at factor cost - based on changing political boundaries, ",Composite estimate of English and (geographically-consistent) UK real GDP at factor cost,HP-filter of log of real composite estimate of English and UK real GDP at factor cost,"Real UK gross disposable national income at market prices, constant border estimate",Real consumption,Real investment,Stockbuilding contribution,Real government consumption of goods and services,Export volumes,Import volumes,Nominal GDP of England at market prices,Nominal UK GDP at market prices,Nominal UK GDP at market prices.1,Population (GB+NI),Population (England),Employment,Unemployment rate,Average weekly hours worked,"Capital Services, whole economy",TFP growth,Labour productivity,Labour productivity.1,"Labour share, whole economy excluding rents",GDP deflator at market prices,Export prices,Import prices,Terms of Trade,$ Oil prices,Earnings per head,Consumer price index,Consumer price inflation,Real consumption wages,Wholesale/producer price index,Bank Rate,Bank Rate.1,10 year/medium-term government bond yields,Consols / long-term government bond yields,Mortgage rates,Corporate borrowing rate from banks,Corporate bond yields,Share prices,$/£ exchange rate,Real $/£ exchange rate,Nominal ERI,Real ERI,House price index,Credit ,Secured credit,Bank of England Balance sheet,Bank of England Balance sheet.1,Coin in circulation outside the Bank of England,Notes and coin in circulation,Monetary base,M1,Broad Money ,Public sector Total Managed Expenditure,Public sector Total Managed Expenditure.1,Public Sector Total Receipts,Public Sector Total Receipts.1,Public Sector Net Lending(+)/Borrowing(-),Public Sector Net Lending(+)/Borrowing(-).1,UK Public sector debt,UK Public sector debt.1,UK Public sector debt.2,Central Government Gross Debt,Central Government Gross Debt.1,Trade deficit,Trade deficit.1,Current account ,Current account .1,Current account deficit including estimated non-monetary bullion flows,Current account deficit including estimated non-monetary bullion flows.1
1924,191378,161856,218786,195185,103.2874,12.7742,-0.70,224450,153246,15141,1.79,42299,35786,35657,3543,4272,4272,44935,36065,18322,7.12,44.80,19782,5.04,23.27,17.04,0.75,1.95,3.33,3.66,91.05,1.43,2.03,2.41,-0.70,105.30,2.15,4.00,4.00,,4.37,6.08,4.32,5.10,42.31,4.42,98.91,123.91,108.18,0.24,991.023,107,6.91,6.42,89.0,478,549,1519,2321,1041,24.4,1028,24.1,-13,-0.3,7676,179.7,179.7,7707.5,7437.2,-130,-3.04,72.0,1.7,86.17,2.0
1925,198406,167839,226485,202353,107.0806,13.2433,2.20,233453,155908,17250,1.30,43663,35553,36638,3661,4411,4411,45085,36198,18532,7.76,44.91,19944,2.42,23.86,17.42,0.74,1.95,3.23,3.66,88.37,1.68,2.05,2.42,0.30,106.05,2.09,5.00,4.58,,4.44,5.85,4.69,5.15,44.18,4.83,105.78,134.27,113.60,0.26,1040.845,131,6.70,6.20,87.0,474,539,1491,2320,1096,24.8,1048,23.8,-48,-1.1,7642,173.3,173.3,7665.9,7298.9,-210,-4.76,41.0,0.9,65.21,1.5
1926,191950,162415,219419,195769,103.5965,12.8124,-2.10,227520,156780,16743,-0.95,44608,32674,38028,3535,4255,4255,45265,36383,18537,8.67,45.02,19977,-3.50,23.07,16.81,0.75,1.94,3.09,3.35,92.39,1.88,2.00,2.40,-0.80,104.21,1.96,5.00,5.00,,4.52,5.83,4.86,5.30,45.24,4.86,104.56,140.40,113.11,0.26,1088.323,154,6.88,6.38,88.0,468,537,1476,2353,1155,27.1,1057,24.8,-98,-2.3,7648,179.7,179.7,7633.7,7261.9,-281,-6.60,-24.0,-0.6,-28.86,-0.7
1927,207621,175714,236293,211751,112.0539,13.8584,4.53,245479,163573,18684,0.77,45133,36797,38642,3742,4500,4500,45429,36562,19078,6.71,45.13,20107,5.63,24.25,17.62,0.75,1.90,2.95,3.20,92.01,1.30,2.04,2.34,-2.40,108.99,1.89,4.50,4.63,,4.56,5.81,4.69,5.30,48.98,4.86,104.05,132.97,105.96,0.26,1117.565,177,7.12,6.37,86.0,472,538,1494,2414,1132,25.2,1105,24.6,-27,-0.6,7636,169.7,169.7,7652.7,7302.9,-171,-3.80,94.0,2.1,91.95,2.0
1928,209339,177208,238403,213503,112.9812,13.9731,3.97,246516,165638,18473,-0.94,45657,37031,37456,3745,4500,4500,45626,36796,19146,7.43,45.24,20334,0.09,24.36,17.66,0.75,1.89,2.93,3.25,90.21,1.17,2.01,2.34,-0.30,107.65,1.86,4.50,4.50,,4.47,5.79,4.78,5.25,52.95,4.87,105.30,133.21,107.61,0.26,1178.589,204,6.73,5.83,84.0,465,545,1529,2514,1134,25.2,1128,25.1,-6,-0.1,7623,169.4,169.4,7631.0,7308.1,-147,-3.27,120.0,2.7,134.38,3.0
1929,215534,182494,245205,219822,116.3248,14.3866,5.36,253282,169448,19443,0.62,46602,38275,39337,3823,4591,4591,45730,36923,19420,7.18,45.36,20561,1.42,24.73,17.88,0.74,1.87,2.85,3.18,89.69,1.27,2.02,2.31,-0.90,109.19,1.76,5.00,5.50,4.76,4.57,5.77,5.53,5.43,49.04,4.86,104.16,133.32,107.34,0.27,1217.406,240,11.93,10.63,84.0,458,529,1438,2519,1159,25.2,1127,24.5,-32,-0.7,7602,165.6,165.6,7620.9,7111.2,-177,-3.86,92.0,2.0,99.11,2.2
1930,213608,180903,243254,217857,115.2852,14.2580,2.79,255016,171559,19527,0.62,47757,32908,38846,3764,4515,4515,45891,37172,19057,11.10,45.47,20756,0.05,24.98,18.01,0.73,1.86,2.67,2.79,95.69,1.19,2.00,2.25,-2.80,111.18,1.48,3.00,3.38,4.31,4.45,5.82,4.48,5.51,39.51,4.86,103.96,136.18,107.59,0.27,1223.956,284,11.51,10.11,81.0,452,545,1489,2645,1197,26.5,1131,25.0,-66,-1.5,7586,168.0,168.0,7596.2,7357.6,-221,-4.89,31.0,0.7,28.38,0.6
1931,202987,171948,231969,207025,109.5532,13.5491,-4.21,246126,174083,19147,-1.56,48806,26528,40277,3524,4224,4224,46074,37395,18608,14.88,45.58,20886,-3.60,24.31,17.49,0.77,1.82,2.37,2.27,104.79,0.65,1.96,2.15,-4.30,113.77,1.28,6.00,4.17,4.85,4.40,5.87,4.71,5.82,30.24,4.53,101.70,128.11,102.89,0.26,1159.405,341,11.69,10.51,78.0,450,533,1383,2566,1228,29.1,1130,26.8,-98,-2.3,7632,180.7,180.7,7582.9,6936.0,-297,-7.03,-106.0,-2.5,-98.34,-2.3
1932,203872,172808,232128,207928,110.0309,13.6082,-5.98,244355,173073,16701,-0.16,48806,25945,35943,3450,4133,4133,46335,37619,18696,15.39,45.69,20854,-0.08,24.30,17.44,0.78,1.78,2.22,2.09,105.95,0.87,1.92,2.10,-2.60,114.33,1.24,2.00,2.83,3.67,3.75,5.87,4.49,5.22,31.94,3.50,85.38,102.82,88.91,0.26,1092.518,348,12.51,11.34,69.0,445,521,1483,2840,1195,28.9,1172,28.4,-23,-0.6,7807,188.9,188.9,7648.0,7738.3,-189,-4.57,-54.0,-1.3,-72.61,-1.8
1933,210588,178615,239510,214777,113.6555,14.0565,-5.32,255096,179590,17292,-0.75,49541,26373,35902,3513,4206,4206,46520,37782,19078,13.93,45.81,20659,1.70,24.60,17.61,0.78,1.76,2.17,2.02,107.17,0.67,1.91,2.05,-2.10,116.15,1.23,2.00,2.00,3.45,3.38,5.57,4.03,4.34,36.14,4.22,106.05,105.55,90.44,0.26,1078.650,380,14.40,12.92,70.0,456,596,1571,2883,1128,26.8,1147,27.3,19,0.5,7988,189.9,189.9,7859.7,8016.8,-165,-3.92,-7.0,-0.2,-32.34,-0.8
1934,223656,189820,253801,228105,120.7081,14.9287,-2.25,267934,184180,21003,1.92,50591,27384,37538,3694,4421,4421,46666,37913,19625,11.73,45.92,20724,3.69,25.39,18.13,0.76,1.74,2.22,2.09,105.77,1.00,1.93,2.05,0.00,117.42,1.26,2.00,2.00,3.13,3.08,5.44,4.11,3.99,37.84,5.04,122.62,103.09,89.24,0.25,1143.839,427,14.96,12.97,72.0,468,595,1619,2964,1132,25.6,1155,26.1,23,0.5,7934,179.5,179.5,8030.4,8600.3,-191,-4.32,-22.0,-0.5,-112.77,-2.6
1935,231881,196928,263187,236494,125.1475,15.4778,-1.89,278086,189366,21847,-0.69,54054,30885,39378,3862,4619,4619,46869,38107,19976,10.87,46.04,20886,1.93,25.87,18.42,0.76,1.75,2.23,2.12,105.19,0.97,1.96,2.07,0.70,118.48,1.30,2.00,2.00,2.74,2.90,5.21,3.96,3.97,40.04,4.90,117.15,101.86,89.35,0.25,1231.837,475,14.17,12.47,73.0,491,598,1750,3143,1196,25.9,1181,25.6,-15,-0.3,7902,171.1,171.1,7902.4,8330.6,-158,-3.42,23.0,0.5,30.93,0.7
1936,243283,206743,275737,248122,131.3009,16.2388,-0.56,291429,196342,23871,0.66,59092,30029,40277,4083,4881,4881,47081,38322,20607,9.25,46.15,21146,2.03,26.31,18.69,0.75,1.77,2.32,2.24,103.52,1.09,2.01,2.08,0.70,120.77,1.37,2.00,2.00,2.73,2.94,4.97,3.98,3.95,45.91,4.97,118.50,106.24,94.05,0.25,1315.119,526,13.62,12.31,75.0,538,654,1913,3373,1260,25.8,1224,25.1,-36,-0.7,7908,162.0,162.0,7901.6,8250.6,-220,-4.51,-25.0,-0.5,-42.66,-0.9
1937,251717,214047,285387,256724,135.8528,16.8018,-0.75,301318,198729,24672,0.88,65810,31546,41790,4369,5220,5220,47289,38552,21299,7.70,46.27,21471,0.36,26.33,18.67,0.75,1.83,2.67,2.57,103.72,1.18,2.06,2.15,3.40,119.81,1.58,2.00,2.00,3.10,3.30,4.87,3.97,4.04,38.51,4.94,117.64,115.81,100.38,0.25,1437.894,571,14.00,12.80,76.0,565,693,1955,3475,1377,26.4,1298,24.9,-79,-1.5,8089,155.0,155.0,7909.9,7946.8,-250,-4.79,-46.0,-0.9,-3.55,-0.1
1938,253383,215602,287602,258423,136.7519,16.9130,-3.71,304768,197811,24968,-0.55,78510,29407,40972,4508,5384,5384,47494,38749,21353,9.20,45.93,21828,0.60,26.44,18.88,0.74,1.87,2.57,2.41,106.59,1.13,2.15,2.19,1.60,122.66,1.41,2.00,2.00,3.00,3.41,4.82,3.77,4.10,34.81,4.89,120.46,118.82,100.27,0.26,1457.747,616,13.46,12.46,79.0,576,699,1919,3448,1566,29.1,1362,25.3,-204,-3.8,8263,153.5,153.5,8149.0,8159.3,-246,-4.57,-57.0,-1.1,-204.28,-3.8
1939,265149,225758,300258,270423,143.1020,17.6983,-2.69,314913,197306,22353,1.14,119129,27306,44407,4853,5791,5791,47762,38973,22232,5.68,45.59,21886,2.10,26.58,19.11,0.76,1.93,2.57,2.43,105.72,1.02,2.17,2.25,2.80,120.47,1.48,2.00,2.25,3.46,3.73,4.79,3.82,4.44,33.61,4.44,113.98,107.81,94.88,0.27,1488.652,633,12.99,11.99,84.0,630,740,2093,3638,1976,34.1,1483,25.6,-493,-8.5,8888,153.5,153.5,8301.1,8023.4,-393,-6.79,-243.0,-4.2,6.10,0.1
1940,295084,251407,330052,300954,159.2582,19.6965,4.74,336217,172018,19401,-0.33,274889,18515,46534,5894,7030,7030,48226,39339,23030,2.99,45.26,21944,9.09,28.55,20.69,0.78,2.13,3.21,3.36,95.48,1.02,2.79,2.63,16.80,132.76,1.98,2.00,2.00,3.03,3.38,4.76,3.54,4.45,31.17,3.83,113.90,93.17,94.81,0.29,1387.067,608,13.51,12.66,90.0,705,815,2529,3968,3751,53.4,1901,27.0,-1850,-26.3,10935,155.6,155.6,9083.2,8983.4,-994,-14.14,-842.0,-12.0,-649.20,-9.2
1941,322364,274825,358791,328777,173.9815,21.5174,10.74,365079,167474,15605,-0.85,347206,15909,39787,7105,8470,8470,48216,39145,23927,1.03,44.93,22002,6.74,30.02,21.91,0.75,2.36,3.76,3.84,97.74,1.14,3.05,2.91,10.80,130.95,2.19,2.00,2.00,2.72,3.12,4.74,3.45,4.26,33.21,4.03,126.41,97.98,105.23,0.32,1254.787,577,11.92,11.53,96.0,838,1043,3147,4639,4971,58.7,2677,31.6,-2294,-27.1,13558,160.1,160.1,11552.7,11665.1,-955,-11.27,-827.0,-9.8,-790.50,-9.3
1942,328924,280596,365224,335467,177.5218,21.9552,10.47,372143,167474,13496,-1.57,364630,14392,33571,7789,9281,9281,48400,39371,24725,0.44,44.60,22060,0.03,29.64,21.80,0.75,2.54,4.16,3.96,105.12,1.19,3.43,3.12,7.10,137.66,2.34,2.00,2.00,2.63,3.02,4.77,3.48,4.04,35.54,4.04,122.45,98.06,101.93,0.35,1193.400,546,11.79,11.42,105.0,1016,1215,3609,5102,5557,59.9,3160,34.0,-2397,-25.8,16311,175.7,175.7,14226.3,14440.6,-750,-8.08,-668.0,-7.2,-611.70,-6.6
1943,334807,285797,371499,341467,180.6968,22.3479,10.53,379615,166143,9279,1.40,375965,15870,33326,8295,9878,9878,48789,39803,24924,0.32,44.27,22119,1.67,29.93,22.17,0.75,2.66,4.63,4.45,103.92,1.20,3.78,3.22,3.40,146.41,2.37,2.00,2.00,2.73,3.10,4.80,3.33,3.91,37.84,4.04,119.29,98.06,99.30,0.38,1171.787,517,13.01,12.66,114.0,1180,1374,4110,5683,6052,61.3,3667,37.1,-2385,-24.1,19059,192.9,192.9,17006.1,17268.6,-772,-7.82,-698.0,-7.1,-518.50,-5.2
1944,318563,272106,355152,324900,171.9303,21.2637,4.34,362832,172385,7170,-2.61,351825,20071,37047,8371,9964,9964,49016,40000,24625,0.28,43.95,22177,-3.48,28.83,21.51,0.76,2.81,4.79,4.54,105.40,1.21,3.84,3.31,2.70,144.91,2.44,2.00,2.00,2.69,3.13,4.71,3.39,3.85,39.98,4.04,120.42,98.06,100.24,0.44,1192.132,504,13.98,13.75,124.0,1362,1550,4613,6339,6205,62.3,3863,38.8,-2342,-23.5,21842,219.2,219.2,19742.9,19886.7,-807,-8.10,-738.0,-7.4,-726.20,-7.3
1945,301644,257818,338911,307644,162.7985,20.1343,-2.02,343135,185878,8013,0.36,287484,16415,34553,8151,9697,9697,49182,40214,24127,0.41,43.63,22236,-3.29,27.86,20.94,0.76,2.86,4.89,4.75,102.82,1.05,3.82,3.40,2.80,140.20,2.51,2.00,2.00,2.64,2.89,4.68,3.41,3.79,41.81,4.03,120.98,98.01,100.70,0.53,1284.566,514,15.60,15.27,131.0,1507,1706,5016,6835,5563,57.4,3827,39.5,-1736,-17.9,23466,242.0,242.0,22541.3,22827.7,-865,-8.92,-845.0,-8.7,-855.30,-8.8
1946,292793,250413,330579,298617,158.0219,19.5436,-5.82,341134,203456,20244,2.24,156915,27579,35248,8206,9756,9756,49217,40227,22930,2.04,43.31,22295,1.32,28.45,21.54,0.77,2.95,5.17,5.11,101.18,1.12,3.97,3.51,3.10,141.52,2.73,2.00,2.00,2.31,2.59,4.35,3.24,3.68,43.41,4.03,114.90,98.01,95.65,0.63,1493.721,574,17.76,16.97,142.0,1559,1809,5779,7766,4477,45.9,3854,39.5,-623,-6.4,25271,259.0,259.0,23773.9,24170.3,-375,-3.84,-153.0,-1.6,-153.00,-1.6
1947,288941,247276,326360,294688,155.9427,19.2864,-8.10,343379,212131,23618,1.45,110837,27617,35370,8873,10544,10544,49539,40549,23030,1.62,43.00,22354,-1.15,27.96,21.32,0.77,3.23,5.96,6.23,95.79,1.90,4.27,3.75,7.00,142.28,3.44,2.00,2.00,2.41,2.77,4.29,3.29,3.68,41.08,4.03,107.46,97.94,89.45,0.82,1744.199,656,18.82,18.06,147.0,1545,1796,5854,8075,4036,38.3,3939,37.4,-97,-0.9,25772,244.4,244.4,25770.6,26343.8,-555,-5.26,-311.0,-2.9,-311.00,-2.9
1948,299509,256333,336854,305467,161.6465,19.9918,-5.75,353818,216124,25305,-0.99,106534,33647,34593,9751,11581,11581,50033,40950,22994,1.64,42.68,22989,3.69,29.02,22.30,0.75,3.44,6.51,6.96,93.59,1.99,4.66,4.04,7.70,143.97,3.99,2.00,2.00,2.52,3.21,4.24,3.29,3.77,40.54,4.03,107.37,97.94,89.38,0.95,1956.452,750,16.74,15.61,169.0,1446,1670,5988,8302,4430,38.3,4910,42.4,480,4.1,25442,219.7,219.7,25772.7,25701.5,-216,-1.87,83.0,0.7,83.00,0.7
1949,310671,265557,348243,316258,167.3569,20.6981,-3.87,362597,219965,28718,-0.98,112735,37332,37309,10398,12343,12343,50331,41214,23020,1.53,42.37,23837,3.05,30.02,23.23,0.73,3.54,6.67,7.16,93.16,1.78,4.86,4.16,2.80,145.98,4.23,2.00,2.00,2.50,3.30,4.20,3.16,3.87,38.98,3.62,100.10,87.98,83.33,0.91,2156.595,855,14.97,14.34,170.0,1473,1715,5950,8407,4765,38.6,5347,43.3,582,4.7,25758,208.7,208.7,25331.8,25521.7,-181,-1.47,34.0,0.3,34.00,0.3
1950,320464,274731,359774,326976,173.0286,21.3995,-2.50,373151,226191,31267,-2.16,112634,42641,37630,10890,12920,12920,50572,41421,23232,1.82,42.06,24857,2.38,30.75,23.97,0.74,3.59,7.01,8.10,86.54,1.71,5.08,4.32,3.92,147.08,4.99,2.00,2.00,2.62,3.55,4.18,3.19,4.07,40.52,2.80,79.69,68.05,66.34,0.94,2333.859,950,15.13,14.70,163.0,1489,1815,6165,8737,4880,37.8,5479,42.4,599,4.6,25916,200.6,200.6,25899.8,25119.5,-59,-0.46,337.0,2.6,337.00,2.6
1951,331648,285009,373254,338993,179.3878,22.1860,-1.19,380501,223466,33416,4.70,120857,42213,40273,12234,14508,14508,50302,41228,23578,1.57,41.75,25864,2.23,31.41,24.67,0.74,3.89,8.62,10.68,80.74,1.71,5.58,4.71,9.05,148.08,6.62,2.50,2.08,3.24,3.75,4.19,3.37,4.28,41.50,2.80,80.55,68.05,67.05,0.99,2621.086,1038,13.73,13.26,163.0,1570,1795,6142,8736,5781,39.8,5875,40.5,94,0.6,25899,178.5,178.5,25921.6,25215.6,-661,-4.56,-331.0,-2.3,-331.00,-2.3
1952,338373,291068,379199,345995,183.0931,22.6443,-1.74,391140,223874,37116,-3.26,132446,41366,37286,13297,15759,15759,50444,41367,23565,2.36,41.65,26676,1.61,32.08,25.26,0.72,4.16,9.07,10.46,86.65,1.71,6.04,5.21,10.65,144.78,6.79,4.00,3.75,3.95,4.24,4.32,3.93,5.14,39.40,2.80,87.06,67.93,72.47,0.98,2462.689,1133,12.39,12.16,163.0,1672,1880,6101,8992,6434,40.8,6160,39.1,-274,-1.7,26011,165.1,165.1,25891.0,23815.3,-151,-0.96,227.0,1.4,227.00,1.4
1953,357566,307952,400153,365848,193.5988,23.9436,1.01,409511,233934,46596,0.25,135898,43098,40229,14271,16903,16903,50593,41515,23678,2.03,41.54,27676,4.57,33.76,26.65,0.72,4.22,8.53,9.45,90.30,1.93,6.40,5.40,3.63,148.11,6.79,3.50,3.83,3.50,4.08,4.55,4.01,4.90,45.71,2.81,90.10,68.35,75.00,0.90,2544.985,1252,12.28,12.05,158.0,1762,2000,6272,9439,6863,40.6,6331,37.5,-532,-3.1,26450,156.5,156.5,26051.0,24379.3,-124,-0.73,201.0,1.2,201.00,1.2
1954,373614,321119,417347,381265,201.7572,24.9526,2.15,421177,243886,51660,-0.61,135487,45524,41701,15065,17833,17833,50765,41673,24013,1.77,41.44,28819,2.41,34.69,27.45,0.72,4.27,8.41,9.41,89.29,1.93,6.82,5.52,2.29,154.18,6.84,3.00,3.17,3.20,3.76,4.58,3.81,4.57,61.47,2.81,91.64,68.29,76.28,0.88,2865.651,1411,11.59,11.43,161.0,1870,2110,6560,9939,6950,39.0,6673,37.4,-277,-1.6,26846,150.5,150.5,26583.0,25429.1,-99,-0.56,156.0,0.9,156.00,0.9
1955,387108,333635,433302,395891,209.4970,25.9098,2.85,438241,254201,55907,1.20,132209,48665,45833,16388,19388,19388,50946,41838,24272,1.55,41.33,30166,2.18,35.64,28.27,0.73,4.47,8.56,9.69,88.31,1.93,7.40,5.80,5.07,159.25,7.05,4.50,4.42,4.14,4.18,4.66,4.45,5.01,62.44,2.80,96.13,67.93,80.02,0.90,2968.363,1571,11.75,11.37,166.0,2008,2168,6449,9867,7024,36.2,7080,36.5,56,0.3,27013,139.3,139.3,26934.0,25235.8,-277,-1.43,-112.0,-0.6,-112.00,-0.6
1956,394376,340485,440315,403780,213.6716,26.4261,1.72,449833,255620,60485,-0.35,130874,50907,45998,17805,21052,21052,51184,42059,24488,1.64,41.01,31631,0.78,36.03,28.80,0.73,4.78,9.01,9.82,91.74,1.93,8.00,6.10,5.16,163.75,7.38,5.50,5.42,5.13,4.74,5.32,5.10,5.68,56.82,2.80,99.60,67.93,82.91,0.93,3139.291,1684,11.28,11.08,173.0,2138,2273,6481,10168,7650,36.3,7477,35.5,-173,-0.8,27016,128.3,128.3,27039.0,24045.7,69,0.33,244.0,1.2,244.00,1.2
1957,402797,347295,448743,411613,217.8167,26.9387,0.53,458633,261143,63783,0.03,129160,52247,47169,18891,22323,22323,51431,42296,24517,1.89,40.70,33298,1.18,36.68,29.56,0.73,4.97,9.23,10.05,91.82,1.90,8.43,6.34,3.84,166.28,7.52,7.00,5.71,5.28,5.01,5.98,5.27,6.12,54.92,2.80,99.87,67.93,83.13,0.93,3219.194,1941,10.72,10.47,180.0,2240,2398,6476,10556,7968,35.7,7920,35.5,-48,-0.2,27176,121.7,121.7,27008.0,24117.7,81,0.36,267.0,1.2,267.00,1.2
1958,406918,350776,454426,415493,219.8699,27.1927,-1.67,467406,268504,67787,-0.59,125756,51463,47709,19858,23452,23452,51653,42494,24252,2.53,40.38,34911,1.11,37.43,30.40,0.72,5.16,9.11,9.53,95.54,2.08,8.73,6.52,2.88,167.20,7.58,4.00,5.21,5.44,4.98,6.13,4.98,6.16,73.15,2.81,100.63,69.42,83.77,0.94,3612.793,2088,10.43,10.25,182.0,2288,2455,6656,11021,8455,36.1,8482,36.2,27,0.1,27340,116.6,116.6,27232.0,23835.2,139,0.59,370.0,1.6,370.00,1.6
1959,422319,363877,473093,430756,227.9468,28.1916,-1.21,481006,280165,73191,0.41,128029,52877,50885,20840,24597,24597,51956,42763,23735,2.64,40.07,36639,4.60,39.65,32.45,0.72,5.20,9.15,9.53,95.98,2.08,8.96,6.56,0.60,170.74,7.60,4.00,4.00,5.13,4.83,5.98,4.34,5.98,104.90,2.81,100.22,71.25,83.43,0.97,4385.772,2347,10.22,10.03,185.0,2355,2536,7012,11647,8997,36.6,8486,34.5,-511,-2.1,27644,112.4,112.4,27376.0,24577.3,-13,-0.05,183.0,0.7,183.00,0.7
1960,450306,387730,502799,458723,242.7463,30.0219,1.93,506962,290913,84960,1.54,130570,55896,57015,22392,26412,26412,52373,43146,24157,2.14,39.76,38593,4.44,41.49,34.22,0.70,5.25,9.18,9.67,94.94,1.90,9.48,6.61,0.79,179.20,7.70,5.00,5.42,5.82,5.46,5.89,5.37,6.30,99.96,2.81,99.45,71.87,82.78,1.05,4940.514,2593,10.20,10.05,191.0,2496,2664,6949,11888,9534,36.1,8864,33.6,-670,-2.5,28122,106.5,106.5,27733.0,24557.5,-382,-1.45,-222.0,-0.8,-222.00,-0.8
1961,463124,398970,516253,471742,249.6357,30.8740,1.59,523220,297403,91836,-1.11,135303,57686,56609,23810,28069,28069,52807,43566,24431,2.07,39.42,40676,1.20,42.19,35.10,0.72,5.44,9.30,9.68,96.13,1.80,10.1,6.83,3.25,185.71,7.91,6.00,5.79,6.26,6.27,6.28,5.67,7.07,97.43,2.80,101.46,71.25,84.46,1.15,5203.946,2791,10.47,10.31,204.0,2596,2749,6944,12259,10398,37.0,9690,34.5,-708,-2.5,28569,101.8,101.8,28252.0,24683.5,-112,-0.40,67.0,0.2,67.00,0.2
1962,469020,404126,521906,477581,252.7255,31.2561,-0.28,529252,304198,92687,-0.97,139489,58669,57812,24923,29374,29374,53290,44006,24606,2.60,39.07,42410,0.16,42.41,35.59,0.72,5.63,9.37,9.64,97.21,1.80,10.5,7.11,4.20,184.43,8.08,4.50,4.79,5.81,5.98,6.61,5.14,7.02,94.95,2.81,104.74,71.20,87.19,1.23,5704.762,3058,10.40,10.32,209.0,2595,2757,7126,12839,11073,37.7,10578,36.0,-495,-1.7,29555,100.6,100.6,28674.0,25111.3,-75,-0.26,175.0,0.6,175.00,0.6
1963,493612,411549,547364,486092,257.2294,31.8132,-1.60,557178,318471,94861,0.57,142386,61538,60006,26504,31229,31229,53624,44311,24635,3.10,38.73,44026,1.25,43.11,36.50,0.72,5.71,9.51,9.99,95.22,1.80,10.9,7.26,2.11,188.30,8.17,4.00,4.00,5.08,5.59,6.27,4.50,6.08,107.86,2.80,105.41,71.21,87.74,1.33,6564.824,3543,9.24,9.10,206.0,2708,2875,7708,13817,11729,37.6,11117,35.6,-612,-2.0,30132,96.5,96.5,29848.0,26665.7,-141,-0.45,148.0,0.5,148.00,0.5
1964,521278,435135,577677,513673,271.8246,33.6182,0.84,584808,329004,110224,1.60,145300,63565,66512,28970,34127,34127,53991,44648,24924,2.40,38.40,46206,4.10,45.03,38.46,0.72,5.91,9.73,10.21,95.23,1.80,11.9,7.50,3.23,197.95,8.41,7.00,5.25,5.60,6.06,6.16,5.56,6.51,97.43,2.79,107.07,71.21,89.13,1.51,7603.065,4059,9.07,9.00,208.0,2875,3092,8019,14883,12793,37.5,12062,35.3,-731,-2.1,30387,89.0,89.0,30226.0,26805.4,-610,-1.79,-352.0,-1.0,-352.00,-1.0
1965,534185,446719,589975,527063,278.9103,34.4946,0.35,595111,333630,115389,-0.72,148920,66338,67134,31337,36906,36906,54350,44979,25177,2.26,37.89,48514,1.48,45.74,39.59,0.73,6.26,9.94,10.36,95.98,1.80,12.7,7.82,4.26,202.70,8.73,6.00,6.42,6.55,6.43,6.63,6.92,7.07,103.52,2.80,109.90,71.21,89.67,1.63,8219.552,4458,8.92,8.77,212.0,3048,3229,8243,16294,14294,38.7,13552,36.7,-742,-2.0,31116,84.3,84.3,30441.0,26413.2,-358,-0.97,-62.0,-0.2,-62.00,-0.2
1966,541616,453348,599211,534597,282.8972,34.9877,-1.26,607096,340133,115141,-0.45,153478,69779,68841,33482,39423,39423,54645,45265,25328,2.47,37.39,50758,0.73,46.12,40.45,0.74,6.58,10.24,10.54,97.21,1.80,13.5,8.13,4.00,207.42,8.96,7.00,6.50,6.88,6.82,6.95,6.97,7.70,92.48,2.79,111.01,71.21,89.95,1.72,8704.084,5034,8.93,8.89,221.0,3132,3333,8212,17355,15572,39.5,14821,37.6,-751,-1.9,31825,80.7,80.7,31341.0,27227.3,-105,-0.27,123.0,0.3,123.00,0.3
1967,554064,463424,615879,546184,289.0288,35.7460,-2.14,621333,349172,125191,-0.15,162184,70157,73784,35454,41728,41728,54961,45562,24966,3.37,36.89,53294,2.87,47.80,42.49,0.74,6.78,10.51,10.66,98.54,1.80,14.0,8.31,2.24,210.50,9.06,8.00,6.21,6.70,6.73,7.20,6.66,7.56,122.18,2.76,108.92,70.49,87.57,1.85,9629.621,5809,8.96,8.86,220.0,3302,3489,8773,19496,17840,42.8,16480,39.5,-1360,-3.3,33642,80.6,80.6,31986.0,28346.9,-495,-1.19,-298.0,-0.7,-298.00,-0.7
1968,585261,490316,649439,577568,305.6365,37.8000,0.45,647437,359837,138923,0.41,164550,78768,79370,38931,45809,45809,55213,45791,24815,3.49,36.40,56122,5.74,50.85,45.81,0.73,7.05,11.38,11.84,96.07,1.80,15.2,8.64,4.00,219.51,9.41,7.00,7.42,7.51,7.46,7.46,7.97,8.24,168.60,2.39,94.35,62.38,77.79,1.96,10602.532,6600,7.90,8.88,235.0,3464,3614,9075,21156,19417,42.4,18610,40.6,-807,-1.8,34037,74.3,74.3,34194.0,29770.4,-437,-0.95,-301.0,-0.7,-301.00,-0.7
